block_id,drug_col,drug_row,conc_c,conc_r,response,conc_c_unit,conc_r_unit
1,drug1,drug2,0.0001,0.016681005372000592,88.55757435253207,uM,uM
1,drug1,drug2,0.0005179474679231213,0.016681005372000592,88.41777081640689,uM,uM
1,drug1,drug2,0.002682695795279727,0.016681005372000592,84.91871426749339,uM,uM
1,drug1,drug2,0.013894954943731374,0.016681005372000592,52.803199906769684,uM,uM
1,drug1,drug2,0.07196856730011521,0.016681005372000592,35.30966200499785,uM,uM
1,drug1,drug2,0.3727593720314942,0.016681005372000592,34.32053850375232,uM,uM
1,drug1,drug2,1.9306977288832496,0.016681005372000592,34.282957148414496,uM,uM
1,drug1,drug2,10.0,0.016681005372000592,34.28155526138137,uM,uM
1,drug1,drug2,0.0,0.05994842503189409,70.01612237447652,uM,uM
1,drug1,drug2,0.0001,0.05994842503189409,70.01162201839344,uM,uM
1,drug1,drug2,0.0005179474679231213,0.05994842503189409,69.8957024878992,uM,uM
1,drug1,drug2,0.002682695795279727,0.05994842503189409,66.99442399692084,uM,uM
1,drug1,drug2,0.013894954943731374,0.05994842503189409,40.365517107603246,uM,uM
1,drug1,drug2,0.07196856730011521,0.05994842503189409,25.860571406944306,uM,uM
1,drug1,drug2,0.3727593720314942,0.05994842503189409,25.040429548998063,uM,uM
1,drug1,drug2,1.9306977288832496,0.05994842503189409,25.009268584212478,uM,uM
1,drug1,drug2,10.0,0.05994842503189409,25.00810619525444,uM,uM
1,drug1,drug2,0.0,0.21544346900318845,45.36112104422468,uM,uM
1,drug1,drug2,0.0001,0.21544346900318845,45.35785331494541,uM,uM
1,drug1,drug2,0.0005179474679231213,0.21544346900318845,45.27368360996188,uM,uM
1,drug1,drug2,0.002682695795279727,0.21544346900318845,43.16705193521633,uM,uM
1,drug1,drug2,0.013894954943731374,0.21544346900318845,23.83167999787123,uM,uM
1,drug1,drug2,0.07196856730011521,0.21544346900318845,13.29957211905538,uM,uM
1,drug1,drug2,0.3727593720314942,0.21544346900318845,12.704063338665406,uM,uM
1,drug1,drug2,1.9306977288832496,0.21544346900318845,12.681437218616246,uM,uM
1,drug1,drug2,10.0,0.21544346900318845,12.680593202640184,uM,uM
1,drug1,drug2,0.0,0.7742636826811278,29.150557387293258,uM,uM
1,drug1,drug2,0.0001,0.7742636826811278,29.148100105152103,uM,uM
1,drug1,drug2,0.0005179474679231213,0.7742636826811278,29.084805782028965,uM,uM
1,drug1,drug2,0.002682695795279727,0.7742636826811278,27.50065117498952,uM,uM
1,drug1,drug2,0.013894954943731374,0.7742636826811278,12.960748969699662,uM,uM
1,drug1,drug2,0.07196856730011521,0.7742636826811278,5.040765890513441,uM,uM
1,drug1,drug2,0.3727593720314942,0.7742636826811278,4.592952450083161,uM,uM
1,drug1,drug2,1.9306977288832496,0.7742636826811278,4.57593795592882,uM,uM
1,drug1,drug2,10.0,0.7742636826811278,4.575303268900745,uM,uM
1,drug1,drug2,0.0,2.782559402207126,22.77531141036488,uM,uM
1,drug1,drug2,0.0001,2.782559402207126,22.773172858649534,uM,uM
1,drug1,drug2,0.0005179474679231213,2.782559402207126,22.718088348401423,uM,uM
1,drug1,drug2,0.002682695795279727,2.782559402207126,21.339412088347558,uM,uM
1,drug1,drug2,0.013894954943731374,2.782559402207126,8.685459055694562,uM,uM
1,drug1,drug2,0.07196856730011521,2.782559402207126,1.7927652474124416,uM,uM
1,drug1,drug2,0.3727593720314942,2.782559402207126,1.4030370248571389,uM,uM
1,drug1,drug2,1.9306977288832496,2.782559402207126,1.3882294555307746,uM,uM
1,drug1,drug2,10.0,2.782559402207126,1.387677092816757,uM,uM
1,drug1,drug2,0.0,10.0,20.7920792079208,uM,uM
1,drug1,drug2,0.0001,10.0,20.790039807900403,uM,uM
1,drug1,drug2,0.0005179474679231213,10.0,20.73750923287749,uM,uM
1,drug1,drug2,0.002682695795279727,10.0,19.42275384366085,uM,uM
1,drug1,drug2,0.013894954943731374,10.0,7.355487998432783,uM,uM
1,drug1,drug2,0.07196856730011521,10.0,0.7823666694958338,uM,uM
1,drug1,drug2,0.3727593720314942,10.0,0.4107077849696091,uM,uM
1,drug1,drug2,1.9306977288832496,10.0,0.39658675297891144,uM,uM
1,drug1,drug2,10.0,10.0,0.39605999997960395,uM,uM
